0.300000	0.900000	1.000000
0.350000	0.800000	0.888889
0.400000	0.800000	0.666667
0.450000	0.500000	0.333333
0.500000	0.200000	0.500000
0.550000	0.500000	0.222222
0.600000	0.200000	0.277778
0.300000	0.800000	1.000000
0.350000	0.800000	0.944444
0.400000	0.300000	0.777778
0.450000	0.700000	0.555556
0.500000	0.300000	0.611111
0.550000	0.400000	0.611111
0.600000	0.400000	0.388889
0.300000	0.900000	0.888889
0.350000	0.700000	0.833333
0.400000	0.600000	0.611111
0.450000	0.300000	0.555556
0.500000	0.500000	0.333333
0.550000	0.400000	0.388889
0.600000	0.300000	0.055556
0.300000	1.000000	0.833333
0.350000	0.600000	0.722222
0.400000	0.800000	0.611111
0.450000	0.400000	0.500000
0.500000	0.600000	0.388889
0.550000	0.100000	0.111111
0.600000	0.000000	0.222222
0.300000	0.900000	0.944444
0.350000	0.700000	1.000000
0.400000	0.700000	0.777778
0.450000	0.400000	0.666667
0.500000	0.300000	0.611111
0.550000	0.100000	0.500000
0.600000	0.000000	0.388889
0.300000	1.000000	0.944444
0.350000	0.600000	0.944444
0.400000	0.700000	0.666667
0.450000	0.400000	0.611111
0.500000	0.400000	0.388889
0.550000	0.200000	0.388889
0.600000	0.400000	0.111111
0.300000	1.000000	0.888889
0.350000	0.700000	0.777778
0.400000	0.800000	0.722222
0.450000	0.500000	0.555556
0.500000	0.400000	0.333333
0.550000	0.300000	0.388889
0.600000	0.400000	0.111111
0.300000	1.000000	1.000000
0.350000	0.700000	0.777778
0.400000	0.800000	0.777778
0.450000	0.800000	0.611111
0.500000	0.600000	0.444444
0.550000	0.200000	0.388889
0.600000	0.100000	0.222222
0.300000	0.900000	0.944444
0.350000	0.800000	0.777778
0.400000	0.600000	0.555556
0.450000	0.500000	0.611111
0.500000	0.500000	0.500000
0.550000	0.300000	0.333333
0.600000	0.300000	0.333333
0.300000	1.000000	0.944444
0.350000	0.800000	0.944444
0.400000	0.700000	0.777778
0.450000	0.900000	0.722222
0.500000	0.300000	0.555556
0.550000	0.300000	0.277778
0.600000	0.200000	0.333333
0.300000	0.900000	1.000000
0.350000	0.800000	0.833333
0.400000	0.700000	0.833333
0.450000	0.400000	0.611111
0.500000	0.400000	0.555556
0.550000	0.300000	0.333333
0.600000	0.200000	0.500000
0.300000	1.000000	0.944444
0.350000	0.800000	0.888889
0.400000	0.900000	0.500000
0.450000	0.600000	0.222222
0.500000	0.200000	0.388889
0.550000	0.600000	0.444444
0.600000	0.200000	0.333333
0.300000	0.800000	0.888889
0.350000	0.800000	0.777778
0.400000	0.700000	0.666667
0.450000	0.300000	0.444444
0.500000	0.300000	0.444444
0.550000	0.300000	0.388889
0.600000	0.200000	0.277778
0.300000	0.800000	0.944444
0.350000	0.800000	0.833333
0.400000	0.600000	0.722222
0.450000	0.500000	0.611111
0.500000	0.500000	0.333333
0.550000	0.200000	0.444444
0.600000	0.300000	0.500000
0.300000	0.900000	1.000000
0.350000	0.700000	0.944444
0.400000	0.400000	0.777778
0.450000	0.200000	0.666667
0.500000	0.700000	0.388889
0.550000	0.200000	0.277778
0.600000	0.400000	0.222222
0.300000	0.700000	0.722222
0.350000	0.600000	0.944444
0.400000	0.500000	0.833333
0.450000	0.600000	0.500000
0.500000	0.700000	0.555556
0.550000	0.200000	0.333333
0.600000	0.200000	0.166667
0.300000	0.900000	0.944444
0.350000	0.900000	0.777778
0.400000	0.600000	0.500000
0.450000	0.700000	0.666667
0.500000	0.200000	0.388889
0.550000	0.200000	0.277778
0.600000	0.100000	0.333333
0.300000	1.000000	0.833333
0.350000	0.900000	0.944444
0.400000	0.600000	0.777778
0.450000	0.600000	0.833333
0.500000	0.600000	0.444444
0.550000	0.400000	0.333333
0.600000	0.300000	0.222222
0.300000	1.000000	1.000000
0.350000	0.900000	0.888889
0.400000	0.400000	0.611111
0.450000	0.500000	0.777778
0.500000	0.300000	0.500000
0.550000	0.500000	0.333333
0.600000	0.200000	0.222222
0.300000	0.900000	1.000000
0.350000	0.600000	0.555556
0.400000	0.500000	0.777778
0.450000	0.600000	0.666667
0.500000	0.400000	0.611111
0.550000	0.000000	0.222222
0.600000	0.300000	0.277778

