0 0 0 0.685571 0.224021 0.132258
1 0 0 0.739068 0.177564 0.178790
2 0 0 0.746638 0.141029 0.175988
3 0 0 0.681441 0.250508 0.151713
4 0 0 0.672426 0.195030 0.176918
5 0 0 0.580934 0.226011 0.133724
6 0 0 0.633263 0.214630 0.104216
7 0 0 0.607175 0.190019 0.094096
8 0 1 0.603245 0.219786 0.106372
9 0 1 0.615728 0.233165 0.114354
10 0 1 0.564035 0.198536 0.088813
11 0 1 0.603405 0.211519 0.104235
12 0 1 0.558596 0.234861 0.095010
13 0 1 0.698996 0.161482 0.159256
14 0 1 0.667296 0.187609 0.146605
15 0 1 0.701233 0.186790 0.145037
16 1 3 0.600135 0.201535 0.111668
17 1 3 0.627145 0.214607 0.120170
18 1 3 0.652930 0.235282 0.116472
19 1 3 0.595389 0.195969 0.098532
20 1 3 0.612000 0.226216 0.121537
21 1 3 0.726937 0.191395 0.206763
22 1 3 0.784668 0.223252 0.193652
23 1 3 0.742747 0.203411 0.157707
24 1 4 0.659038 0.229934 0.125272
25 1 4 0.618326 0.217549 0.119868
26 1 4 0.658727 0.243504 0.123892
27 1 4 0.674250 0.245191 0.115151
28 1 4 0.665139 0.224363 0.138501
29 1 4 0.661606 0.253766 0.119939
30 1 4 0.661941 0.225541 0.121417
31 1 4 0.635809 0.227111 0.116950
32 1 5 0.631544 0.224819 0.125609
33 1 5 0.605675 0.229697 0.124043
34 1 5 0.670568 0.229154 0.122271
35 1 5 0.637413 0.238874 0.124622
36 1 5 0.696186 0.257639 0.126508
37 1 5 0.616742 0.231170 0.089554
38 1 5 0.680835 0.250314 0.108365
39 1 5 0.638535 0.244862 0.122709
0 0 0 0.683011 0.187658 0.157537
1 0 0 0.728056 0.186307 0.152029
2 0 0 0.704026 0.158190 0.144975
3 0 0 0.654308 0.202038 0.189526
4 0 0 0.704618 0.164001 0.152886
5 0 0 0.583959 0.225603 0.150074
6 0 0 0.608531 0.208883 0.118079
7 0 0 0.598376 0.202608 0.109266
8 0 1 0.563296 0.208602 0.098096
9 0 1 0.603099 0.214515 0.112435
10 0 1 0.597443 0.210871 0.086865
11 0 1 0.612441 0.206476 0.100571
12 0 1 0.549776 0.208640 0.108192
13 0 1 0.716023 0.167366 0.142811
14 0 1 0.757215 0.195348 0.154958
15 0 1 0.757552 0.187765 0.157920
16 1 3 0.609745 0.219479 0.102808
17 1 3 0.602065 0.202151 0.093460
18 1 3 0.628415 0.200927 0.125938
19 1 3 0.621027 0.217561 0.109019
20 1 3 0.576964 0.223976 0.106915
21 1 3 0.635785 0.209508 0.152013
22 1 3 0.697327 0.217934 0.163831
23 1 3 0.652150 0.213971 0.130027
24 1 4 0.647963 0.212300 0.115307
25 1 4 0.654721 0.230101 0.113637
26 1 4 0.663635 0.244920 0.175447
27 1 4 0.659667 0.233146 0.124704
28 1 4 0.656354 0.216600 0.104080
29 1 4 0.634007 0.220285 0.142604
30 1 4 0.636584 0.226244 0.120618
31 1 4 0.611582 0.219458 0.116944
32 1 5 0.593276 0.208855 0.128573
33 1 5 0.691174 0.252578 0.140929
34 1 5 0.642317 0.248100 0.117409
35 1 5 0.678885 0.245277 0.120068
36 1 5 0.661385 0.242836 0.131950
37 1 5 0.654408 0.241525 0.122198
38 1 5 0.649300 0.219593 0.120225
39 1 5 0.629199 0.229587 0.135156
0 0 0 0.669759 0.180484 0.138036
1 0 0 0.658820 0.175791 0.142116
2 0 0 0.715350 0.167366 0.137922
3 0 0 0.692044 0.231081 0.151369
4 0 0 0.751091 0.190555 0.170792
5 0 0 0.591634 0.222165 0.123667
6 0 0 0.601999 0.220017 0.106101
7 0 0 0.600862 0.187626 0.090999
8 0 1 0.553441 0.205661 0.088774
9 0 1 0.575593 0.220146 0.113101
10 0 1 0.602273 0.202457 0.095951
11 0 1 0.575690 0.202633 0.086221
12 0 1 0.561106 0.227466 0.092303
13 0 1 0.708498 0.165803 0.126842
14 0 1 0.675459 0.198814 0.170564
15 0 1 0.660802 0.166159 0.149143
16 1 3 0.608141 0.226050 0.092739
17 1 3 0.598129 0.203448 0.103162
18 1 3 0.688894 0.220090 0.123976
19 1 3 0.599709 0.217267 0.108315
20 1 3 0.574664 0.208654 0.111785
21 1 3 0.644589 0.198434 0.153183
22 1 3 0.718226 0.211285 0.207975
23 1 3 0.670844 0.183099 0.153750
24 1 4 0.622618 0.215901 0.122089
25 1 4 0.714157 0.234135 0.126009
26 1 4 0.674714 0.242353 0.129901
27 1 4 0.693042 0.233835 0.150773
28 1 4 0.640554 0.219890 0.105355
29 1 4 0.647945 0.232740 0.123105
30 1 4 0.601442 0.205303 0.102797
31 1 4 0.588700 0.223375 0.108897
32 1 5 0.599845 0.217058 0.123449
33 1 5 0.610777 0.239811 0.111605
34 1 5 0.600701 0.220882 0.096726
35 1 5 0.660593 0.241755 0.129487
36 1 5 0.657671 0.242662 0.128406
37 1 5 0.659501 0.220901 0.115451
38 1 5 0.663291 0.222363 0.105874
39 1 5 0.665887 0.248329 0.115450
0 0 0 0.706464 0.200612 0.141995
1 0 0 0.738153 0.171528 0.156336
2 0 0 0.750875 0.152117 0.199123
3 0 0 0.697331 0.227170 0.139910
4 0 0 0.766802 0.215413 0.169192
5 0 0 0.582329 0.214207 0.131536
6 0 0 0.585412 0.187213 0.099832
7 0 0 0.617148 0.220910 0.113799
8 0 1 0.591491 0.197643 0.089083
9 0 1 0.583997 0.222079 0.120051
10 0 1 0.589772 0.208585 0.104647
11 0 1 0.597438 0.199953 0.090634
12 0 1 0.538136 0.207556 0.094306
13 0 1 0.723406 0.171395 0.175255
14 0 1 0.703530 0.208623 0.130625
15 0 1 0.718211 0.199227 0.142152
16 1 3 0.586244 0.194522 0.103292
17 1 3 0.628761 0.220486 0.125989
18 1 3 0.610731 0.215696 0.091007
19 1 3 0.627423 0.207701 0.105195
20 1 3 0.571398 0.214584 0.100205
21 1 3 0.622062 0.199072 0.144637
22 1 3 0.703037 0.208058 0.171015
23 1 3 0.684580 0.189345 0.138152
24 1 4 0.630091 0.211241 0.107174
25 1 4 0.634974 0.231475 0.129663
26 1 4 0.656312 0.231705 0.146487
27 1 4 0.638768 0.233890 0.103019
28 1 4 0.663762 0.229517 0.111461
29 1 4 0.620126 0.228579 0.115541
30 1 4 0.621194 0.221541 0.115288
31 1 4 0.603596 0.223316 0.121074
32 1 5 0.603560 0.222629 0.098033
33 1 5 0.668162 0.245645 0.124763
34 1 5 0.647953 0.223334 0.117153
35 1 5 0.606218 0.221959 0.121575
36 1 5 0.711924 0.260899 0.145997
37 1 5 0.638327 0.225251 0.113407
38 1 5 0.673191 0.223070 0.106637
39 1 5 0.633505 0.221807 0.102068
0 0 0 0.752625 0.195068 0.155885
1 0 0 0.725953 0.174412 0.177963
2 0 0 0.712365 0.157390 0.193035
3 0 0 0.678172 0.207714 0.141605
4 0 0 0.703315 0.202919 0.190982
5 0 0 0.570975 0.231518 0.129226
6 0 0 0.590697 0.201700 0.097682
7 0 0 0.617254 0.183263 0.099675
8 0 1 0.622394 0.214858 0.105111
9 0 1 0.588166 0.217176 0.101550
10 0 1 0.575832 0.218138 0.092561
11 0 1 0.638340 0.213183 0.098922
12 0 1 0.580403 0.223722 0.100089
13 0 1 0.672061 0.175555 0.144964
14 0 1 0.697719 0.193499 0.157340
15 0 1 0.662615 0.161463 0.125123
16 1 3 0.609762 0.212655 0.110451
17 1 3 0.615647 0.218215 0.154123
18 1 3 0.640842 0.224926 0.107923
19 1 3 0.649802 0.224416 0.113513
20 1 3 0.576345 0.224019 0.103193
21 1 3 0.634851 0.183473 0.167591
22 1 3 0.711665 0.212821 0.164698
23 1 3 0.744175 0.205277 0.156647
24 1 4 0.658763 0.214158 0.126571
25 1 4 0.632767 0.219567 0.126533
26 1 4 0.709204 0.258886 0.123272
27 1 4 0.613596 0.225440 0.109469
28 1 4 0.681530 0.242069 0.123913
29 1 4 0.645253 0.221454 0.158104
30 1 4 0.629431 0.215349 0.130326
31 1 4 0.652257 0.230395 0.116706
32 1 5 0.645278 0.228005 0.116160
33 1 5 0.615635 0.224516 0.113285
34 1 5 0.636783 0.227720 0.138520
35 1 5 0.639904 0.235178 0.123811
36 1 5 0.646953 0.238416 0.137501
37 1 5 0.629551 0.206206 0.102862
38 1 5 0.659131 0.228864 0.106296
39 1 5 0.619075 0.216917 0.115381
0 0 0 0.714500 0.204623 0.138777
1 0 0 0.717526 0.172236 0.164097
2 0 0 0.658300 0.168679 0.137881
3 0 0 0.695627 0.192377 0.175168
4 0 0 0.688671 0.210708 0.137264
5 0 0 0.590140 0.228846 0.130347
6 0 0 0.568211 0.183673 0.097189
7 0 0 0.624084 0.198579 0.098598
8 0 1 0.640166 0.231005 0.109003
9 0 1 0.624414 0.230885 0.127267
10 0 1 0.567988 0.202304 0.104543
11 0 1 0.573657 0.190727 0.090971
12 0 1 0.601733 0.232838 0.108618
13 0 1 0.761065 0.193314 0.201484
14 0 1 0.768362 0.223161 0.182237
15 0 1 0.771390 0.185877 0.153795
16 1 3 0.588665 0.210331 0.094697
17 1 3 0.611165 0.211770 0.109798
18 1 3 0.564936 0.203543 0.093803
19 1 3 0.625571 0.209687 0.119816
20 1 3 0.570391 0.215189 0.117820
21 1 3 0.590294 0.167050 0.152929
22 1 3 0.676525 0.199423 0.167488
23 1 3 0.674648 0.176926 0.144338
24 1 4 0.660820 0.228716 0.125242
25 1 4 0.607431 0.217157 0.137322
26 1 4 0.604057 0.220966 0.112265
27 1 4 0.641413 0.241143 0.108144
28 1 4 0.636131 0.223220 0.112559
29 1 4 0.621035 0.201861 0.121587
30 1 4 0.649189 0.236365 0.147668
31 1 4 0.587069 0.200399 0.108998
32 1 5 0.648906 0.234578 0.121743
33 1 5 0.625121 0.230769 0.121318
34 1 5 0.616075 0.232102 0.102843
35 1 5 0.616824 0.232803 0.106895
36 1 5 0.657430 0.232171 0.133717
37 1 5 0.638777 0.239945 0.104697
38 1 5 0.688846 0.235394 0.109947
39 1 5 0.669161 0.244282 0.139559
0 0 0 0.690643 0.181950 0.131488
1 0 0 0.778584 0.190789 0.179930
2 0 0 0.696790 0.151842 0.152063
3 0 0 0.677297 0.234235 0.183977
4 0 0 0.748405 0.214931 0.179564
5 0 0 0.623612 0.248618 0.136312
6 0 0 0.617022 0.197160 0.109314
7 0 0 0.628053 0.219122 0.111695
8 0 1 0.586799 0.194387 0.094722
9 0 1 0.614665 0.233668 0.122010
10 0 1 0.619512 0.201538 0.132213
11 0 1 0.582642 0.205913 0.093983
12 0 1 0.627758 0.246566 0.124548
13 0 1 0.755539 0.187397 0.171997
14 0 1 0.730995 0.209780 0.180226
15 0 1 0.760733 0.173275 0.176969
16 1 3 0.587747 0.193559 0.105661
17 1 3 0.632297 0.226143 0.154644
18 1 3 0.615728 0.200539 0.097906
19 1 3 0.608781 0.214785 0.102489
20 1 3 0.573974 0.222703 0.117756
21 1 3 0.597725 0.175332 0.128356
22 1 3 0.606100 0.192246 0.130225
23 1 3 0.712436 0.180187 0.146493
24 1 4 0.644643 0.221448 0.121746
25 1 4 0.655166 0.227890 0.113006
26 1 4 0.737257 0.256341 0.127431
27 1 4 0.631527 0.228735 0.144436
28 1 4 0.662110 0.235460 0.111865
29 1 4 0.704357 0.240221 0.153448
30 1 4 0.732318 0.234800 0.187890
31 1 4 0.667992 0.222294 0.135904
32 1 5 0.615261 0.229202 0.106352
33 1 5 0.632733 0.226712 0.116335
34 1 5 0.635966 0.225575 0.130097
35 1 5 0.698506 0.242113 0.137440
36 1 5 0.618123 0.228254 0.131213
37 1 5 0.633194 0.230433 0.127208
38 1 5 0.659425 0.216401 0.155693
39 1 5 0.625560 0.232329 0.158240
0 0 0 0.688269 0.185950 0.146743
1 0 0 0.668737 0.198729 0.134094
2 0 0 0.686612 0.167423 0.145527
3 0 0 0.621002 0.209516 0.136546
4 0 0 0.665620 0.178305 0.143292
5 0 0 0.580877 0.222725 0.095968
6 0 0 0.598835 0.201289 0.094679
7 0 0 0.605276 0.206010 0.098001
8 0 1 0.571994 0.207411 0.097592
9 0 1 0.661080 0.234873 0.134556
10 0 1 0.599198 0.201194 0.115426
11 0 1 0.597535 0.209130 0.111470
12 0 1 0.613649 0.216028 0.127136
13 0 1 0.804164 0.197417 0.203385
14 0 1 0.736692 0.211068 0.158689
15 0 1 0.745283 0.182259 0.165319
16 1 3 0.599407 0.197046 0.100591
17 1 3 0.611992 0.221481 0.124548
18 1 3 0.608827 0.218835 0.109636
19 1 3 0.562690 0.190411 0.108250
20 1 3 0.585629 0.215501 0.120794
21 1 3 0.627747 0.181303 0.155135
22 1 3 0.695287 0.200593 0.134869
23 1 3 0.687728 0.197679 0.123921
24 1 4 0.635003 0.211288 0.148025
25 1 4 0.652572 0.234123 0.145197
26 1 4 0.715930 0.255606 0.166305
27 1 4 0.628335 0.243182 0.110756
28 1 4 0.696175 0.236881 0.118141
29 1 4 0.679920 0.237602 0.148310
30 1 4 0.624263 0.223165 0.153791
31 1 4 0.636134 0.224782 0.144204
32 1 5 0.635616 0.235280 0.133983
33 1 5 0.698464 0.253081 0.156421
34 1 5 0.676349 0.252690 0.105928
35 1 5 0.647059 0.243812 0.116221
36 1 5 0.668813 0.242388 0.107979
37 1 5 0.612447 0.209983 0.103119
38 1 5 0.702950 0.234479 0.135162
39 1 5 0.639713 0.237126 0.111635
0 0 0 0.710149 0.200283 0.128735
1 0 0 0.687840 0.146781 0.169928
2 0 0 0.737142 0.180201 0.161468
3 0 0 0.682209 0.236647 0.158240
4 0 0 0.689167 0.201243 0.164131
